date,product_name,category,quantity,unit_price,customer_id,total_revenue
2022-03-09,Dress Summer,Hoodie,2,1264680.0,2513,2529360.0
2022-03-08,Jacket Leather,Jacket,5,326040.0,1813,1630200.0
2022-08-21,Jacket Leather,Hoodie,3,410586.0,2757,1231758.0
2022-04-19,Jeans Slim,T-Shirt,4,449310.0,1852,1797240.0
2022-05-26,Jeans Slim,Dress,4,391692.0,2745,1566768.0
2022-04-21,Hoodie Oversize,Jeans,2,526263.0,2939,1052526.0
2022-08-16,Hoodie Oversize,Dress,3,1317156.0,2425,3951468.0
2022-04-21,Jacket Leather,Accessory,3,1537798.0,1871,4613394.0
2022-02-03,Jeans Slim,Hoodie,5,883662.0,1892,4418310.0
2022-04-21,T-Shirt Basic,Accessory,4,1323811.0,2473,5295244.0
2022-09-21,Dress Summer,Jeans,1,560025.0,1635,560025.0
2022-08-24,Jeans Slim,Accessory,2,1758584.0,2652,3517168.0
2022-03-24,Jeans Slim,Jacket,2,792496.0,1669,1584992.0
2022-02-11,Scarf Wool,Dress,2,1561094.0,2294,3122188.0
2022-04-11,Hoodie Oversize,Jeans,2,1715318.0,2041,3430636.0
2022-01-06,Dress Summer,Jeans,1,1590307.0,1269,1590307.0
2022-06-29,Jacket Leather,Jeans,1,353955.0,1861,353955.0
2022-10-09,Jeans Slim,T-Shirt,5,1257976.0,1482,6289880.0
2022-11-16,Jacket Leather,Dress,4,436141.0,2243,1744564.0
2022-08-14,Jeans Slim,Accessory,1,258778.0,2343,258778.0
2022-11-11,Jacket Leather,Jeans,5,330264.0,2262,1651320.0
2022-12-31,Dress Summer,Dress,3,1670031.0,2569,5010093.0
2022-08-17,Hoodie Oversize,Jeans,4,1658118.0,1285,6632472.0
2022-10-16,Dress Summer,Jacket,1,600028.0,2061,600028.0
2022-05-30,Scarf Wool,Jacket,3,1097945.0,1103,3293835.0
2022-10-04,T-Shirt Basic,Jacket,5,1730294.0,2747,8651470.0
2022-07-17,Hoodie Oversize,Hoodie,1,1019895.0,2454,1019895.0
2022-03-11,Dress Summer,Jeans,1,860046.0,1792,860046.0
2022-04-22,Scarf Wool,Hoodie,3,999035.0,2678,2997105.0
2022-01-04,T-Shirt Basic,Dress,1,1474834.0,1239,1474834.0
2022-12-16,Scarf Wool,Hoodie,2,989780.0,1741,1979560.0
2022-11-27,Jeans Slim,Dress,1,1464080.0,1645,1464080.0
2022-11-14,Jeans Slim,Dress,4,919131.0,2149,3676524.0
2022-12-16,Jacket Leather,Dress,3,640609.0,2589,1921827.0
2022-04-05,Hoodie Oversize,Accessory,4,756033.0,2624,3024132.0
2022-06-01,Jeans Slim,Hoodie,5,370626.0,2634,1853130.0
2022-11-07,Scarf Wool,Accessory,4,1020941.0,1882,4083764.0
2022-05-17,Hoodie Oversize,Jeans,2,479572.0,1607,959144.0
2022-09-04,Jeans Slim,Hoodie,2,1507898.0,2950,3015796.0
2022-08-31,Jacket Leather,Jeans,4,901915.0,1188,3607660.0
2022-01-31,Dress Summer,Jeans,5,1435754.0,1888,7178770.0
2022-02-09,Jacket Leather,Dress,1,1729414.0,2280,1729414.0
2022-08-17,T-Shirt Basic,Hoodie,2,1566691.0,2609,3133382.0
2022-02-05,Jeans Slim,Jeans,4,1724769.0,1987,6899076.0
2022-08-11,T-Shirt Basic,Jacket,4,1130302.0,1924,4521208.0
2022-01-06,T-Shirt Basic,Jeans,4,506253.0,2898,2025012.0
2022-11-18,Scarf Wool,Jacket,1,1699864.0,1794,1699864.0
2022-08-08,Hoodie Oversize,Hoodie,3,1596182.0,1530,4788546.0
2022-03-16,Scarf Wool,Accessory,5,1589840.0,1676,7949200.0
2022-01-04,Jeans Slim,Hoodie,3,1324575.0,1392,3973725.0
2022-12-01,T-Shirt Basic,Accessory,5,1218620.0,2682,6093100.0
2022-05-14,Dress Summer,Accessory,5,272822.0,2492,1364110.0
2022-04-28,T-Shirt Basic,Hoodie,4,1409484.0,2850,5637936.0
2022-04-04,Dress Summer,Jeans,2,391879.0,2277,783758.0
2022-03-03,Scarf Wool,T-Shirt,4,652614.0,1672,2610456.0
2022-07-13,Scarf Wool,Jeans,1,1104810.0,1861,1104810.0
2022-12-01,Hoodie Oversize,Jeans,5,950186.0,2585,4750930.0
2022-07-22,T-Shirt Basic,Dress,2,274450.0,2200,548900.0
2022-01-26,Jacket Leather,Dress,5,1527177.0,1466,7635885.0
2022-06-22,Scarf Wool,Jeans,5,1612141.0,1839,8060705.0
2022-10-27,Scarf Wool,Jacket,4,1306903.0,2601,5227612.0
2022-05-13,Hoodie Oversize,Accessory,2,1088655.0,1988,2177310.0
2022-11-22,Dress Summer,Dress,2,1739144.0,2313,3478288.0
2022-04-28,Hoodie Oversize,Jeans,5,435932.0,2074,2179660.0
2022-11-20,T-Shirt Basic,T-Shirt,2,1393761.0,1004,2787522.0
2022-10-02,Jeans Slim,Jacket,2,448959.0,2655,897918.0
2022-07-31,Jeans Slim,Hoodie,4,841859.0,1852,3367436.0
2022-08-13,Dress Summer,Jeans,3,1157501.0,2909,3472503.0
2022-01-20,Scarf Wool,Jeans,1,1392486.0,2524,1392486.0
2022-04-23,Dress Summer,Accessory,3,255760.0,2700,767280.0
2022-05-20,Scarf Wool,Jacket,2,653927.0,2247,1307854.0
2022-02-16,Scarf Wool,Dress,5,1084211.0,2894,5421055.0
2022-01-01,Jeans Slim,Dress,1,1075954.0,2692,1075954.0
2022-03-31,Dress Summer,Dress,1,1238321.0,2923,1238321.0
2022-05-22,Hoodie Oversize,Hoodie,5,720973.0,2286,3604865.0
2022-11-16,Scarf Wool,Jacket,1,1087820.0,2709,1087820.0
2022-02-07,Jacket Leather,Jacket,5,544170.0,1535,2720850.0
2022-10-20,Jacket Leather,Dress,1,539652.0,1903,539652.0
2022-05-19,Hoodie Oversize,Dress,3,1143674.0,2400,3431022.0
2022-12-22,Jacket Leather,Accessory,1,1312483.0,2085,1312483.0
2022-11-29,T-Shirt Basic,T-Shirt,4,436620.0,2380,1746480.0
2022-09-16,Scarf Wool,T-Shirt,5,440324.0,2857,2201620.0
2022-06-10,Hoodie Oversize,Jeans,1,1126219.0,1646,1126219.0
2022-06-27,Dress Summer,Jeans,5,668648.0,1024,3343240.0
2022-01-10,Scarf Wool,Jacket,4,858219.0,2317,3432876.0
2022-09-18,Hoodie Oversize,Jacket,1,871160.0,1557,871160.0
2022-05-18,Jeans Slim,Hoodie,1,526757.0,1691,526757.0
2022-06-21,Dress Summer,Hoodie,4,252038.0,1356,1008152.0
2022-01-13,Jeans Slim,T-Shirt,4,1572385.0,1870,6289540.0
2022-06-17,Scarf Wool,Jeans,4,1358253.0,1941,5433012.0
2022-05-10,Dress Summer,T-Shirt,5,1320335.0,1575,6601675.0
2022-03-25,Jacket Leather,T-Shirt,4,1097083.0,1029,4388332.0
2022-11-17,Hoodie Oversize,Jeans,5,1336503.0,1357,6682515.0
2022-11-15,Scarf Wool,Hoodie,3,1700317.0,1365,5100951.0
2022-04-11,T-Shirt Basic,Accessory,1,1281794.0,1608,1281794.0
2022-11-25,Dress Summer,Accessory,1,660892.0,1409,660892.0
2022-09-30,Dress Summer,Accessory,2,1134368.0,2290,2268736.0
2022-09-22,Scarf Wool,Jeans,3,935603.0,2315,2806809.0
2022-02-07,Scarf Wool,Dress,4,1112450.0,1567,4449800.0
2022-04-04,Jeans Slim,Dress,4,1052296.0,2177,4209184.0
2022-04-05,Jacket Leather,Dress,3,1581102.0,1219,4743306.0
2022-11-01,Jeans Slim,Jacket,4,1260290.0,1173,5041160.0
2022-03-10,Jeans Slim,Hoodie,2,542576.0,1608,1085152.0
2022-11-14,Jacket Leather,Hoodie,5,347676.0,2659,1738380.0
2022-08-24,T-Shirt Basic,Jacket,1,907764.0,2036,907764.0
2022-11-30,Jeans Slim,T-Shirt,3,274196.0,2540,822588.0
2022-05-17,Jeans Slim,Accessory,1,743361.0,2386,743361.0
2022-03-17,Dress Summer,Dress,5,820433.0,1858,4102165.0
2022-02-04,Jacket Leather,Accessory,3,832163.0,2603,2496489.0
2022-01-01,Hoodie Oversize,Dress,5,1767993.0,1657,8839965.0
2022-10-23,T-Shirt Basic,Accessory,4,721046.0,1969,2884184.0
2022-11-16,T-Shirt Basic,T-Shirt,4,661103.0,2501,2644412.0
2022-03-01,Jacket Leather,Accessory,4,450540.0,2601,1802160.0
2022-11-16,Scarf Wool,Accessory,5,1042064.0,2106,5210320.0
2022-12-15,Scarf Wool,Jeans,5,488195.0,2641,2440975.0
2022-11-24,Dress Summer,Accessory,5,1205257.0,2717,6026285.0
2022-09-24,Dress Summer,Jeans,1,490498.0,2364,490498.0
2022-12-27,Jacket Leather,Hoodie,5,1143844.0,1441,5719220.0
2022-08-17,Dress Summer,Jacket,4,1530717.0,1617,6122868.0
2022-09-27,T-Shirt Basic,Accessory,2,315913.0,1226,631826.0
2022-11-12,T-Shirt Basic,Hoodie,5,900608.0,1371,4503040.0
2022-10-13,Hoodie Oversize,Jeans,2,964626.0,1028,1929252.0
2022-10-18,Scarf Wool,Accessory,4,1476162.0,2008,5904648.0
2022-08-01,Jacket Leather,Accessory,5,975269.0,1995,4876345.0
2022-06-14,Jeans Slim,T-Shirt,1,1129680.0,1016,1129680.0
2022-01-05,Scarf Wool,Hoodie,1,1476367.0,2301,1476367.0
2022-12-05,Jeans Slim,Dress,2,1117626.0,1333,2235252.0
2022-03-19,Hoodie Oversize,Dress,1,805364.0,1483,805364.0
2022-03-03,Hoodie Oversize,T-Shirt,1,383056.0,2834,383056.0
2022-05-12,Dress Summer,Jeans,1,1381369.0,1566,1381369.0
2022-03-30,Hoodie Oversize,Dress,4,1600264.0,2312,6401056.0
2022-08-25,Hoodie Oversize,Dress,1,1753600.0,1114,1753600.0
2022-02-11,Jeans Slim,Jacket,3,1686230.0,1038,5058690.0
2022-03-30,Dress Summer,Hoodie,5,1485998.0,1454,7429990.0
2022-10-23,Hoodie Oversize,Jeans,1,1247381.0,2906,1247381.0
2022-11-24,Scarf Wool,Accessory,1,1461263.0,1742,1461263.0
2022-10-22,Hoodie Oversize,Hoodie,1,919730.0,1166,919730.0
2022-04-14,Dress Summer,Jeans,3,1171903.0,1694,3515709.0
2022-01-14,Jacket Leather,Dress,1,790485.0,2980,790485.0
2022-10-15,Dress Summer,Jacket,1,756399.0,1205,756399.0
2022-06-28,Jeans Slim,Hoodie,5,1422872.0,1878,7114360.0
2022-05-05,Jacket Leather,Dress,3,953596.0,1245,2860788.0
2022-12-19,Scarf Wool,Jeans,3,578850.0,2895,1736550.0
2022-01-23,T-Shirt Basic,Hoodie,1,563004.0,2357,563004.0
2022-03-04,Dress Summer,Accessory,3,1581717.0,1943,4745151.0
2022-05-23,Jeans Slim,Hoodie,2,1300529.0,2420,2601058.0
2022-06-02,Scarf Wool,Dress,3,1096371.0,1821,3289113.0
2022-05-25,Jacket Leather,Hoodie,3,871455.0,1507,2614365.0
2022-08-13,Scarf Wool,Accessory,3,917767.0,2953,2753301.0
2022-11-05,Dress Summer,Jacket,4,339025.0,1924,1356100.0
2022-04-14,Hoodie Oversize,Jacket,4,955111.0,2145,3820444.0
2022-04-14,Dress Summer,Dress,4,1482955.0,2283,5931820.0
2022-02-08,T-Shirt Basic,Jeans,3,851379.0,2746,2554137.0
2022-07-17,Dress Summer,Dress,2,844551.0,1410,1689102.0
2022-05-14,Jacket Leather,Jacket,3,274361.0,1310,823083.0
2022-03-08,Jacket Leather,T-Shirt,1,959645.0,2832,959645.0
2022-06-28,Dress Summer,T-Shirt,2,289273.0,2730,578546.0
2022-02-11,Jacket Leather,Hoodie,4,1134042.0,1068,4536168.0
2022-01-15,Hoodie Oversize,Accessory,5,1035514.0,1114,5177570.0
2022-04-21,Scarf Wool,Hoodie,2,1552013.0,1220,3104026.0
2022-06-06,Dress Summer,T-Shirt,4,1151760.0,1220,4607040.0
2022-10-16,Hoodie Oversize,Jacket,2,751312.0,2497,1502624.0
2022-08-19,Scarf Wool,Hoodie,2,1050158.0,1730,2100316.0
2022-06-06,Scarf Wool,Dress,3,1334545.0,1749,4003635.0
2022-02-07,Hoodie Oversize,Accessory,1,395644.0,1943,395644.0
2022-04-07,Jeans Slim,Dress,5,1212665.0,1386,6063325.0
2022-10-16,Dress Summer,Accessory,4,1670771.0,2322,6683084.0
2022-09-11,Scarf Wool,Jacket,2,713652.0,1930,1427304.0
2022-07-15,Scarf Wool,Hoodie,5,1221269.0,2630,6106345.0
2022-03-27,Jacket Leather,Accessory,2,1523061.0,2277,3046122.0
2022-11-18,Scarf Wool,Dress,1,1043300.0,1405,1043300.0
2022-01-10,Hoodie Oversize,Hoodie,5,1362868.0,1492,6814340.0
2022-01-05,Scarf Wool,Hoodie,4,732066.0,1357,2928264.0
2022-05-03,Jeans Slim,Dress,2,724391.0,2452,1448782.0
2022-11-26,Dress Summer,T-Shirt,1,1284755.0,1215,1284755.0
2022-12-19,Dress Summer,Accessory,5,1343384.0,2404,6716920.0
2022-04-28,Scarf Wool,Dress,2,1702365.0,2794,3404730.0
2022-10-21,T-Shirt Basic,Jacket,2,598500.0,2883,1197000.0
2022-06-08,T-Shirt Basic,Jeans,4,975737.0,1752,3902948.0
2022-10-30,Hoodie Oversize,Dress,1,638296.0,1827,638296.0
2022-08-16,T-Shirt Basic,Hoodie,3,374143.0,2238,1122429.0
2022-12-31,Hoodie Oversize,Hoodie,2,875007.0,2122,1750014.0
2022-08-04,Jacket Leather,Dress,5,829825.0,1528,4149125.0
2022-07-03,Hoodie Oversize,Jeans,4,669173.0,1916,2676692.0
2022-01-15,T-Shirt Basic,Dress,4,710342.0,1666,2841368.0
2022-06-06,Scarf Wool,Jeans,2,808638.0,2552,1617276.0
2022-05-16,Jacket Leather,Jeans,2,1782698.0,1710,3565396.0
2022-09-18,T-Shirt Basic,Jacket,2,1463585.0,2644,2927170.0
2022-06-06,Hoodie Oversize,Accessory,3,360672.0,1535,1082016.0
2022-02-16,Jeans Slim,Hoodie,2,1602240.0,1554,3204480.0
2022-11-20,Dress Summer,Hoodie,1,1231620.0,2573,1231620.0
2022-11-28,T-Shirt Basic,Jeans,5,1630420.0,1328,8152100.0
2022-06-22,Hoodie Oversize,Hoodie,2,779650.0,1902,1559300.0
2022-05-10,Jacket Leather,T-Shirt,3,970004.0,2189,2910012.0
2022-04-05,T-Shirt Basic,Jeans,5,1639152.0,2140,8195760.0
2022-04-25,T-Shirt Basic,Hoodie,4,672488.0,1150,2689952.0
2022-08-31,Dress Summer,T-Shirt,2,1669026.0,2542,3338052.0
2022-10-19,Hoodie Oversize,Jacket,5,1534175.0,2056,7670875.0
2022-10-09,Jeans Slim,Hoodie,4,1769865.0,1657,7079460.0
2022-10-26,Jacket Leather,T-Shirt,3,752599.0,1806,2257797.0
2022-10-10,Hoodie Oversize,Dress,1,615417.0,2937,615417.0
2022-03-10,Jacket Leather,Accessory,2,762844.0,1293,1525688.0
2022-05-28,T-Shirt Basic,Dress,1,1729707.0,1919,1729707.0
2022-01-11,Dress Summer,T-Shirt,3,766264.0,1689,2298792.0
2022-09-11,Dress Summer,Jeans,5,1126078.0,1957,5630390.0
2022-11-26,Scarf Wool,Jeans,5,875703.0,2201,4378515.0
2022-12-26,Jeans Slim,Hoodie,3,864141.0,2085,2592423.0
2022-02-07,Dress Summer,Dress,3,549737.0,2613,1649211.0
2022-05-14,T-Shirt Basic,Jeans,2,1082473.0,1416,2164946.0
2022-07-19,Jeans Slim,Jeans,4,1566577.0,2407,6266308.0
2022-01-23,Hoodie Oversize,Dress,1,326702.0,1598,326702.0
2022-10-30,Dress Summer,Jacket,1,1628301.0,2727,1628301.0
2022-12-12,Jeans Slim,Jeans,5,1281483.0,1007,6407415.0
2022-10-29,T-Shirt Basic,Accessory,5,1205944.0,1918,6029720.0
2022-12-29,Scarf Wool,T-Shirt,2,1220145.0,1085,2440290.0
2022-08-06,Jacket Leather,Hoodie,3,709218.0,1774,2127654.0
2022-05-21,Jacket Leather,Jeans,1,893474.0,1957,893474.0
2022-04-14,T-Shirt Basic,Accessory,2,1488900.0,2422,2977800.0
2022-07-29,T-Shirt Basic,Accessory,5,724891.0,2936,3624455.0
2022-04-21,Jacket Leather,Jeans,5,978531.0,2795,4892655.0
2022-04-14,Scarf Wool,Jacket,1,280430.0,2417,280430.0
2022-11-12,Jeans Slim,T-Shirt,5,1387015.0,2071,6935075.0
2022-06-20,Jacket Leather,Hoodie,5,897438.0,2365,4487190.0
2022-12-22,T-Shirt Basic,Jeans,4,1064306.0,2522,4257224.0
2022-11-20,Dress Summer,Hoodie,3,427768.0,1606,1283304.0
2022-05-13,Hoodie Oversize,Dress,5,1787157.0,2502,8935785.0
2022-10-20,Scarf Wool,Accessory,4,718825.0,1426,2875300.0
2022-11-24,Scarf Wool,Accessory,2,1234234.0,1426,2468468.0
2022-05-07,Dress Summer,Jeans,5,1150916.0,1736,5754580.0
2022-04-16,Dress Summer,Jeans,2,1466893.0,1791,2933786.0
2022-04-02,T-Shirt Basic,Dress,5,705447.0,1515,3527235.0
2022-10-14,Jacket Leather,Jacket,1,1421687.0,2153,1421687.0
2022-02-20,Jeans Slim,Jeans,4,842878.0,2859,3371512.0
2022-01-29,Scarf Wool,Accessory,4,887299.0,2273,3549196.0
2022-10-23,Scarf Wool,Hoodie,1,1292704.0,1741,1292704.0
2022-10-24,Dress Summer,T-Shirt,3,1465643.0,2863,4396929.0
2022-08-02,Jacket Leather,Hoodie,4,1283643.0,1131,5134572.0
2022-09-24,Scarf Wool,Jacket,2,1644813.0,2764,3289626.0
2022-09-14,Jeans Slim,T-Shirt,4,691996.0,2713,2767984.0
2022-10-29,Dress Summer,Hoodie,3,1645956.0,1323,4937868.0
2022-04-11,Jeans Slim,Hoodie,2,452838.0,1823,905676.0
2022-12-12,Jacket Leather,Dress,2,1272272.0,2924,2544544.0
2022-04-20,Scarf Wool,Jacket,1,1098828.0,1543,1098828.0
2022-07-01,Hoodie Oversize,Accessory,5,1016686.0,1066,5083430.0
2022-11-09,Scarf Wool,Dress,1,731914.0,1718,731914.0
2022-01-01,Jacket Leather,T-Shirt,5,1030786.0,2125,5153930.0
2022-11-15,Scarf Wool,Accessory,1,500749.0,2856,500749.0
2022-02-24,Scarf Wool,Dress,5,822447.0,1031,4112235.0
2022-05-29,T-Shirt Basic,Jacket,4,402955.0,1885,1611820.0
2022-11-05,Scarf Wool,Jeans,2,1136362.0,1191,2272724.0
2022-05-17,Scarf Wool,Jeans,5,398440.0,2602,1992200.0
2022-07-21,Jeans Slim,T-Shirt,4,498534.0,1415,1994136.0
2022-11-09,Hoodie Oversize,Jeans,3,382474.0,2839,1147422.0
2022-04-27,Jeans Slim,Dress,1,841031.0,1747,841031.0
2022-06-03,Jeans Slim,T-Shirt,3,1555036.0,2814,4665108.0
2022-10-18,Dress Summer,Accessory,4,1655689.0,2738,6622756.0
2022-03-04,T-Shirt Basic,Jacket,3,361429.0,2524,1084287.0
2022-09-01,Jeans Slim,T-Shirt,3,1233553.0,2886,3700659.0
2022-01-25,Jacket Leather,Accessory,4,1310797.0,2761,5243188.0
2022-03-31,Jacket Leather,T-Shirt,2,1077343.0,2619,2154686.0
2022-03-16,Scarf Wool,Hoodie,5,1283827.0,2070,6419135.0
2022-10-21,Dress Summer,Hoodie,1,612221.0,2113,612221.0
2022-07-29,T-Shirt Basic,T-Shirt,5,1008949.0,2722,5044745.0
2022-12-13,T-Shirt Basic,Jeans,1,855858.0,1375,855858.0
2022-01-17,Scarf Wool,Hoodie,5,389047.0,2725,1945235.0
2022-05-08,Jacket Leather,Jacket,3,1219612.0,2270,3658836.0
2022-12-30,Hoodie Oversize,Accessory,2,1017584.0,1558,2035168.0
2022-09-08,Dress Summer,Dress,3,676520.0,2281,2029560.0
2022-06-28,Scarf Wool,Hoodie,2,984212.0,2376,1968424.0
2022-07-01,Dress Summer,T-Shirt,4,1451712.0,2945,5806848.0
2022-06-01,Jacket Leather,Jeans,1,1492570.0,2597,1492570.0
2022-01-25,Jacket Leather,Dress,1,1256765.0,2129,1256765.0
2022-06-29,Hoodie Oversize,Accessory,4,975009.0,2361,3900036.0
2022-07-17,Hoodie Oversize,Accessory,5,1142412.0,2550,5712060.0
2022-12-10,T-Shirt Basic,Hoodie,4,846774.0,2325,3387096.0
2022-06-10,Dress Summer,Accessory,4,446162.0,2101,1784648.0
2022-06-26,Dress Summer,Accessory,2,847712.0,2535,1695424.0
2022-10-12,Jacket Leather,Jeans,4,1072016.0,2254,4288064.0
2022-03-04,T-Shirt Basic,Jeans,1,1178193.0,2703,1178193.0
2022-05-30,Scarf Wool,Jeans,3,1700492.0,1578,5101476.0
2022-06-03,Dress Summer,T-Shirt,2,1454867.0,1032,2909734.0
2022-06-05,T-Shirt Basic,Accessory,2,485588.0,2632,971176.0
2022-02-18,T-Shirt Basic,Accessory,5,519982.0,1058,2599910.0
2022-12-03,Jacket Leather,Accessory,3,405767.0,2128,1217301.0
2022-03-25,T-Shirt Basic,Jacket,2,1394182.0,1312,2788364.0
2022-12-27,Hoodie Oversize,Jeans,4,1344490.0,2670,5377960.0
2022-06-26,Hoodie Oversize,Dress,2,1778862.0,2753,3557724.0
2022-05-28,Jeans Slim,Hoodie,2,1059136.0,2091,2118272.0
2022-04-28,Jacket Leather,Dress,2,1530943.0,1690,3061886.0
2022-12-08,Scarf Wool,T-Shirt,5,1143482.0,2398,5717410.0
2022-03-04,Jeans Slim,T-Shirt,2,1604834.0,2783,3209668.0
2022-07-08,Hoodie Oversize,Accessory,2,1367583.0,2830,2735166.0
2022-12-26,Jeans Slim,Dress,5,1246470.0,1235,6232350.0
2022-02-18,Jacket Leather,Accessory,3,1125940.0,1643,3377820.0
2022-11-23,Jacket Leather,Jacket,1,1370604.0,2136,1370604.0
2022-09-14,T-Shirt Basic,T-Shirt,5,900463.0,2413,4502315.0
2022-08-12,Dress Summer,T-Shirt,5,399694.0,2432,1998470.0
2022-05-21,T-Shirt Basic,Dress,2,311978.0,2078,623956.0
2022-08-03,Jacket Leather,T-Shirt,2,992487.0,1802,1984974.0
2022-07-30,Hoodie Oversize,Jacket,1,1178902.0,1239,1178902.0
2022-11-14,Scarf Wool,Jacket,2,372216.0,2776,744432.0
2022-02-01,Hoodie Oversize,Jacket,4,694701.0,2319,2778804.0
2022-06-07,T-Shirt Basic,Hoodie,2,749150.0,1112,1498300.0
2022-10-12,Scarf Wool,Jacket,2,1122333.0,2112,2244666.0
2022-11-01,Jacket Leather,Jacket,4,681648.0,2764,2726592.0
2022-10-13,Hoodie Oversize,Hoodie,1,398255.0,1476,398255.0
2022-05-24,Jacket Leather,Accessory,4,505528.0,1304,2022112.0
2022-01-19,Scarf Wool,Jeans,5,519619.0,2329,2598095.0
2022-01-18,Scarf Wool,T-Shirt,4,1556177.0,1290,6224708.0
2022-09-14,Hoodie Oversize,Jacket,3,690696.0,1208,2072088.0
2022-03-19,Jacket Leather,T-Shirt,5,1357772.0,1868,6788860.0
2022-06-24,Jeans Slim,Dress,2,1130150.0,2927,2260300.0
2022-07-13,Jacket Leather,T-Shirt,5,1764410.0,2810,8822050.0
2022-04-23,Scarf Wool,Accessory,1,672875.0,1582,672875.0
2022-04-24,Jacket Leather,Hoodie,1,495478.0,1370,495478.0
2022-08-10,T-Shirt Basic,T-Shirt,4,330659.0,1220,1322636.0
2022-06-15,Jeans Slim,T-Shirt,5,623487.0,2255,3117435.0
2022-11-15,Dress Summer,T-Shirt,2,1310310.0,1802,2620620.0
2022-05-12,T-Shirt Basic,Jeans,1,382150.0,1819,382150.0
2022-09-21,Dress Summer,Jeans,2,629288.0,2897,1258576.0
2022-02-24,Hoodie Oversize,Dress,3,1575728.0,1349,4727184.0
2022-12-25,Dress Summer,Hoodie,1,1153577.0,1255,1153577.0
2022-05-11,Jacket Leather,T-Shirt,4,357758.0,1452,1431032.0
2022-10-15,Dress Summer,T-Shirt,3,323909.0,1142,971727.0
2022-09-23,Scarf Wool,T-Shirt,5,344740.0,2093,1723700.0
2022-06-11,T-Shirt Basic,T-Shirt,2,1709906.0,1089,3419812.0
2022-03-28,T-Shirt Basic,Jeans,1,1567301.0,1871,1567301.0
2022-02-24,Dress Summer,Accessory,3,1559657.0,2160,4678971.0
2022-10-15,T-Shirt Basic,Accessory,3,1682536.0,2679,5047608.0
2022-06-27,Scarf Wool,Dress,1,1033146.0,2875,1033146.0
2022-12-15,T-Shirt Basic,Jacket,5,633384.0,2723,3166920.0
2022-01-08,Dress Summer,Hoodie,5,872089.0,1523,4360445.0
2022-11-17,Jeans Slim,Accessory,4,1364239.0,1660,5456956.0
2022-11-09,Jeans Slim,T-Shirt,5,1607851.0,1951,8039255.0
2022-09-04,Hoodie Oversize,Accessory,4,924391.0,2828,3697564.0
2022-11-19,T-Shirt Basic,Dress,3,1079840.0,2874,3239520.0
2022-09-12,Dress Summer,Jacket,1,1694264.0,1910,1694264.0
2022-11-24,T-Shirt Basic,Accessory,5,416623.0,1442,2083115.0
2022-02-23,Jacket Leather,Dress,4,1586564.0,1038,6346256.0
2022-09-06,Scarf Wool,Jeans,3,496927.0,2881,1490781.0
2022-08-27,T-Shirt Basic,Jacket,5,999985.0,2232,4999925.0
2022-08-17,T-Shirt Basic,Dress,2,588556.0,1210,1177112.0
2022-03-08,Jeans Slim,Accessory,3,1184569.0,1513,3553707.0
2022-02-20,Scarf Wool,Jeans,5,1115789.0,2384,5578945.0
2022-04-07,Dress Summer,Dress,3,839011.0,2601,2517033.0
2022-04-02,T-Shirt Basic,Dress,1,1588120.0,2025,1588120.0
2022-09-21,Jeans Slim,Accessory,1,1272711.0,2779,1272711.0
2022-10-18,Hoodie Oversize,Jacket,1,1367868.0,1981,1367868.0
2022-04-06,Scarf Wool,Jeans,2,483523.0,1381,967046.0
2022-03-29,Jeans Slim,T-Shirt,1,1618907.0,1828,1618907.0
2022-03-19,Jeans Slim,Hoodie,2,508912.0,2561,1017824.0
2022-10-15,Jeans Slim,Jacket,1,595317.0,1859,595317.0
2022-04-30,T-Shirt Basic,Jeans,3,448485.0,1394,1345455.0
2022-10-29,T-Shirt Basic,Dress,5,932557.0,2074,4662785.0
2022-06-14,Hoodie Oversize,Jeans,5,1625949.0,1396,8129745.0
2022-07-01,Jacket Leather,Hoodie,1,641294.0,2884,641294.0
2022-08-11,Jacket Leather,Accessory,5,829318.0,2777,4146590.0
2022-11-07,Jacket Leather,Hoodie,1,1561403.0,1032,1561403.0
2022-01-07,Scarf Wool,T-Shirt,1,1207614.0,1545,1207614.0
2022-11-26,Scarf Wool,T-Shirt,4,1415005.0,1712,5660020.0
2022-09-20,Hoodie Oversize,Hoodie,4,581700.0,2258,2326800.0
2022-06-10,Scarf Wool,Jacket,4,1360559.0,2050,5442236.0
2022-05-31,Jacket Leather,Jacket,2,602796.0,2578,1205592.0
2022-03-26,Jacket Leather,Dress,4,1780337.0,2458,7121348.0
2022-05-27,Jeans Slim,T-Shirt,1,1117824.0,2085,1117824.0
2022-04-22,Scarf Wool,Dress,3,1328241.0,1553,3984723.0
2022-02-05,T-Shirt Basic,T-Shirt,4,433522.0,2465,1734088.0
2022-10-12,T-Shirt Basic,Hoodie,4,638517.0,2154,2554068.0
2022-07-07,Jeans Slim,Jacket,3,466598.0,2891,1399794.0
2022-03-23,Jeans Slim,Jacket,1,854765.0,2378,854765.0
2022-01-02,Jeans Slim,Hoodie,2,690411.0,1198,1380822.0
2022-10-30,T-Shirt Basic,Dress,4,1386030.0,1799,5544120.0
2022-07-16,Jacket Leather,Dress,3,418499.0,2687,1255497.0
2022-01-11,Jeans Slim,Jeans,1,1415692.0,2740,1415692.0
2022-08-22,Hoodie Oversize,T-Shirt,5,320842.0,1694,1604210.0
2022-07-14,Jeans Slim,Dress,2,563128.0,2395,1126256.0
